,word,origin,full_name,Group
1022,christ,ang,"English, Old (ca.450-1100)",
1024,christchurch,ang,"English, Old (ca.450-1100)",
1025,christendom,ang,"English, Old (ca.450-1100)",
1028,christianism,lat,Latin,Latin
1030,christianity,enm,"English, Middle (1100-1500)",
1035,christic,ang,"English, Old (ca.450-1100)",
1036,christine,fra,French,Latin
1037,christing,ang,"English, Old (ca.450-1100)",
1038,christless,ang,"English, Old (ca.450-1100)",
1039,christlessness,ang,"English, Old (ca.450-1100)",
1040,christlike,ang,"English, Old (ca.450-1100)",
1041,christlikeness,ang,"English, Old (ca.450-1100)",
1042,christly,ang,"English, Old (ca.450-1100)",
1050,christological,ang,"English, Old (ca.450-1100)",
1051,christologist,ang,"English, Old (ca.450-1100)",
1052,christology,ang,"English, Old (ca.450-1100)",
1053,chronos,grc,"Greek, Ancient (to 1453)",
1055,chrysostom,grc,"Greek, Ancient (to 1453)",
1056,chukchi,rus,Russian,Other
1057,chumash,heb,Hebrew,Germanic
1058,chunnel,fro,"French, Old (842-ca.1400)",
1060,churchianity,enm,"English, Middle (1100-1500)",
1063,ciaran,gle,Irish,Other
1064,cicero,lat,Latin,Latin
1065,ciceronian,lat,Latin,Latin
1066,ciceronianism,lat,Latin,Latin
1067,cilicia,lat,Latin,Latin
1068,cilician,lat,Latin,Latin
1070,circe,grc,"Greek, Ancient (to 1453)",
1071,cisatlantic,lat,Latin,Latin
1072,ciskei,afr,Afrikaans,Germanic
1074,citlali,nah,Nahuatl languages,Other
1076,clara,lat,Latin,Latin
1080,claymate,enm,"English, Middle (1100-1500)",
1082,clelia,lat,Latin,Latin
1083,cleopatra,grc,"Greek, Ancient (to 1453)",
1091,cloelia,lat,Latin,Latin
1092,clymene,grc,"Greek, Ancient (to 1453)",
1099,coeus,grc,"Greek, Ancient (to 1453)",
1100,cohen,heb,Hebrew,Germanic
1101,cohenian,heb,Hebrew,Germanic
1102,colchis,grc,"Greek, Ancient (to 1453)",
1108,cologne,fra,French,Latin
1109,colognian,fra,French,Latin
1112,colson,fra,French,Latin
1113,columba,lat,Latin,Latin
1114,columbus,lat,Latin,Latin
1115,comintern,rus,Russian,Other
1116,como,ita,Italian,Latin
1121,confucius,lat,Latin,Latin
1124,conlon,gle,Irish,Other
1126,conor,gle,Irish,Other
1128,constantinople,grc,"Greek, Ancient (to 1453)",
1129,constantinopolitan,grc,"Greek, Ancient (to 1453)",
1132,copt,fra,French,Latin
1134,cordoban,spa,Spanish; Castilian,Latin
1137,corinth,grc,"Greek, Ancient (to 1453)",
1138,corinthia,grc,"Greek, Ancient (to 1453)",
1139,corinthiac,lat,Latin,Latin
1141,cornelia,lat,Latin,Latin
1142,cornelius,lat,Latin,Latin
1147,corsica,lat,Latin,Latin
1148,corvus,lat,Latin,Latin
1149,cosenza,ita,Italian,Latin
1150,cosmas,lat,Latin,Latin
1151,costa rica,spa,Spanish; Castilian,Latin
1152,cotton,enm,"English, Middle (1100-1500)",
1154,courish,deu,German,Germanic
1155,courlandish,deu,German,Germanic
1156,cowardesque,fro,"French, Old (842-ca.1400)",
1157,cowardian,fro,"French, Old (842-ca.1400)",
1161,crater,lat,Latin,Latin
1163,cretan,grc,"Greek, Ancient (to 1453)",
1164,crete,grc,"Greek, Ancient (to 1453)",
1165,crispin,lat,Latin,Latin
1166,crispus,lat,Latin,Latin
1168,cronus,grc,"Greek, Ancient (to 1453)",
1169,crotone,ita,Italian,Latin
1170,crouchy,enm,"English, Middle (1100-1500)",
1172,crown,lat,Latin,Latin
1173,crusade,frm,"French, Middle (ca.1400-1600)",
1174,crux,lat,Latin,Latin
1175,ctesiphon,lat,Latin,Latin
1176,cuauhtémoc,spa,Spanish; Castilian,Latin
1179,cumae,lat,Latin,Latin
1180,cuman,lat,Latin,Latin
1182,cumrun,fas,Persian,Other
1183,cupid,lat,Latin,Latin
1184,curia,lat,Latin,Latin
1185,curonian,lat,Latin,Latin
1187,cwmbran,cym,,
1188,cyclades,grc,"Greek, Ancient (to 1453)",
1189,cygnus,lat,Latin,Latin
1190,cyllenian,lat,Latin,Latin
1192,cymrophone,grc,"Greek, Ancient (to 1453)",
1193,cymru,cym,,
1194,cypriot,ell,Modern Greek,Other
1195,cypriotness,ell,Modern Greek,Other
1196,cyrenaic,lat,Latin,Latin
1197,cyrene,grc,"Greek, Ancient (to 1453)",
1198,cyril,grc,"Greek, Ancient (to 1453)",
1201,cyrus,lat,Latin,Latin
1204,czech,pol,Polish,Other
1205,czechic,pol,Polish,Other
1206,cádiz,spa,Spanish; Castilian,Latin
1210,córdoba,spa,Spanish; Castilian,Latin
1211,defcon,lat,Latin,Latin
1213,dacia,lat,Latin,Latin
1214,daedalian,lat,Latin,Latin
1215,daedalus,lat,Latin,Latin
1216,daegu,kor,Korean,Other
1220,dahomey,fon,Fon,Other
1221,dahomeyan,fon,Fon,Other
1222,dail,gle,Irish,Other
1224,daliesque,fra,French,Latin
1225,dalmatia,lat,Latin,Latin
1227,damascus,lat,Latin,Latin
1229,damon,grc,"Greek, Ancient (to 1453)",
1230,dan,jpn,Japanese,Japanese
1231,danaan,grc,"Greek, Ancient (to 1453)",
1232,dane,non,"Norse, Old",
1233,danelaw,ang,"English, Old (ca.450-1100)",
1234,daner,non,"Norse, Old",
1235,daniel,grc,"Greek, Ancient (to 1453)",
1236,danieline,grc,"Greek, Ancient (to 1453)",
1237,danish,ang,"English, Old (ca.450-1100)",
1238,danishness,ang,"English, Old (ca.450-1100)",
1239,danite,fro,"French, Old (842-ca.1400)",
1242,danube,lat,Latin,Latin
1243,danubian,lat,Latin,Latin
1244,daphne,grc,"Greek, Ancient (to 1453)",
1247,darius,lat,Latin,Latin
1254,dashami,san,Sanskrit,Other
1255,daugavpils,lav,Latvian,Other
1261,deano,xno,Anglo-Norman,Germanic
1263,decalogue,grc,"Greek, Ancient (to 1453)",
1264,december,emn,,
1265,decemberish,emn,,
1266,decemberly,emn,,
1269,deimos,grc,"Greek, Ancient (to 1453)",
1272,delos,grc,"Greek, Ancient (to 1453)",
1273,delphinus,lat,Latin,Latin
1274,demeter,grc,"Greek, Ancient (to 1453)",
1275,demiurge,grc,"Greek, Ancient (to 1453)",
1276,democritus,grc,"Greek, Ancient (to 1453)",
1277,demoncrat,fra,French,Latin
1278,demosthenes,grc,"Greek, Ancient (to 1453)",
1279,demosthenic,lat,Latin,Latin
1280,den bosch,nld,Dutch;Flemish,Germanic
1281,deneb,ara,Arabic,Arabic
1282,deneb kaitos,ara,Arabic,Arabic
1283,denebokab,ara,Arabic,Arabic
1284,denise,fra,French,Latin
1285,denmark,dan,Danish,Germanic
1288,dervish,tur,Turkish,Turkish
1289,devanagari,san,Sanskrit,Other
1290,devi,san,Sanskrit,Other
1292,dhaka,ben,Bengali,Other
1293,dhenuka,san,Sanskrit,Other
1294,diablo,fra,French,Latin
1302,didymoteicho,ell,Modern Greek,Other
1303,dike,grc,"Greek, Ancient (to 1453)",
1304,dikê,grc,"Greek, Ancient (to 1453)",
1305,dikē,grc,"Greek, Ancient (to 1453)",
1306,dilazak,urd,Urdu,Other
1308,dilzak,urd,Urdu,Other
1309,dima,rus,Russian,Other
1310,diocletian,lat,Latin,Latin
1311,diogenean,grc,"Greek, Ancient (to 1453)",
1312,diogenes,grc,"Greek, Ancient (to 1453)",
1313,diomedes,grc,"Greek, Ancient (to 1453)",
1314,dion,grc,"Greek, Ancient (to 1453)",
1315,dioscuri,grc,"Greek, Ancient (to 1453)",
1316,diphda,ara,Arabic,Arabic
1317,directoire,fra,French,Latin
1319,discordia,lat,Latin,Latin
1325,ditidaht,dtd,,
1326,dixiecrat,fra,French,Latin
1330,dmitry,rus,Russian,Other
1331,dnipropetrovsk,ukr,Ukrainian,Other
1336,dodecanese,grc,"Greek, Ancient (to 1453)",
1341,dogrib,enm,"English, Middle (1100-1500)",
1343,dolores,spa,Spanish; Castilian,Latin
1346,donatist,lat,Latin,Latin
1347,donbas,ukr,Ukrainian,Other
1348,donetsk,ukr,Ukrainian,Other
1350,dorcas,grc,"Greek, Ancient (to 1453)",
1351,dorcha,gla,Gaelic; Scottish Gaelic,Germanic
1352,doric,grc,"Greek, Ancient (to 1453)",
1353,doricism,grc,"Greek, Ancient (to 1453)",
1354,dos a dos,fra,French,Latin
1355,dougal,gla,Gaelic; Scottish Gaelic,Germanic
1358,draco,lat,Latin,Latin
1359,drangiana,grc,"Greek, Ancient (to 1453)",
1360,draskhanakert,hye,Armenian,Other
1361,dravidian,san,Sanskrit,Other
1362,dreamtime,enm,"English, Middle (1100-1500)",
1364,drew,xno,Anglo-Norman,Germanic
1365,dror,heb,Hebrew,Germanic
1368,drusilla,lat,Latin,Latin
1371,dschubba,ara,Arabic,Arabic
1376,dumbfuckistan,enm,"English, Middle (1100-1500)",
1377,dunglish,enm,"English, Middle (1100-1500)",
1378,dunkirk,nld,Dutch;Flemish,Germanic
1379,durham,ang,"English, Old (ca.450-1100)",
1381,dutch,enm,"English, Middle (1100-1500)",
1382,dutchkin,enm,"English, Middle (1100-1500)",
1383,dutchland,enm,"English, Middle (1100-1500)",
1384,dutchman,enm,"English, Middle (1100-1500)",
1385,dutchness,enm,"English, Middle (1100-1500)",
1387,dwadashi,san,Sanskrit,Other
1388,dwitiya,san,Sanskrit,Other
1390,dyaus pita,san,Sanskrit,Other
1391,dyngus day,pol,Polish,Other
1392,dzūkija,lit,Lithuanian,Other
1393,elot,ell,Modern Greek,Other
1394,earth,enm,"English, Middle (1100-1500)",
1395,earther,ang,"English, Old (ca.450-1100)",
1396,earthian,ang,"English, Old (ca.450-1100)",
1397,earthscape,ang,"English, Old (ca.450-1100)",
1398,easter,ang,"English, Old (ca.450-1100)",
1399,eastermonth,ang,"English, Old (ca.450-1100)",
1400,eastertide,ang,"English, Old (ca.450-1100)",
1401,ebenezer,heb,Hebrew,Germanic
1402,ebionite,grc,"Greek, Ancient (to 1453)",
1403,ebionitic,grc,"Greek, Ancient (to 1453)",
1405,ecbatana,lat,Latin,Latin
1406,echo,lat,Latin,Latin
1407,ecuador,spa,Spanish; Castilian,Latin
1409,eda,ang,"English, Old (ca.450-1100)",
1410,edda,non,"Norse, Old",
1411,eden,heb,Hebrew,Germanic
1412,edenic,heb,Hebrew,Germanic
1413,edenize,heb,Hebrew,Germanic
1414,edenlike,heb,Hebrew,Germanic
1415,edessa,grc,"Greek, Ancient (to 1453)",
1416,edgar,ang,"English, Old (ca.450-1100)",
1418,edinburgh,ang,"English, Old (ca.450-1100)",
1420,edmund,ang,"English, Old (ca.450-1100)",
1422,edward,ang,"English, Old (ca.450-1100)",
1423,edwardian,ang,"English, Old (ca.450-1100)",
1424,edwin,ang,"English, Old (ca.450-1100)",
1425,egbert,ang,"English, Old (ca.450-1100)",
1426,egypt,frm,"French, Middle (ca.1400-1600)",
1429,egyptize,frm,"French, Middle (ca.1400-1600)",
1430,egyptology,frm,"French, Middle (ca.1400-1600)",
1431,eid,ara,Arabic,Arabic
1432,eindhoven,nld,Dutch;Flemish,Germanic
1434,eire,gle,Irish,Other
1435,ekadashi,san,Sanskrit,Other
1436,el salvador,spa,Spanish; Castilian,Latin
1439,eleatic,lat,Latin,Latin
1440,eleazar,heb,Hebrew,Germanic
1441,elfreda,ang,"English, Old (ca.450-1100)",
1442,eliel,heb,Hebrew,Germanic
1443,eliezer,heb,Hebrew,Germanic
1444,elijah,heb,Hebrew,Germanic
1446,elis,grc,"Greek, Ancient (to 1453)",
1449,elliniko,ell,Modern Greek,Other
1452,eloise,fra,French,Latin
1453,elsa,deu,German,Germanic
1458,emerson,fra,French,Latin
1459,emersonian,fra,French,Latin
1460,emil,deu,German,Germanic
1463,emmerson,fra,French,Latin
1464,emon,mah,Marshallese,Other
1465,empedocles,grc,"Greek, Ancient (to 1453)",
1467,enceladus,grc,"Greek, Ancient (to 1453)",
1468,encratite,lat,Latin,Latin
1469,endoeuropean,fra,French,Latin
1470,england,ang,"English, Old (ca.450-1100)",
1471,englander,ang,"English, Old (ca.450-1100)",
1475,englishman,ang,"English, Old (ca.450-1100)",
1478,enif,ara,Arabic,Arabic
1479,enna,ita,Italian,Latin
1480,enoch,lat,Latin,Latin
1481,enosis,ell,Modern Greek,Other
1482,enviropig,enm,"English, Middle (1100-1500)",
1483,enyo,grc,"Greek, Ancient (to 1453)",
1484,enûma eliš,akk,Akkadian,Other
1485,eosphorus,grc,"Greek, Ancient (to 1453)",
1486,ephesus,grc,"Greek, Ancient (to 1453)",
1487,ephraim,heb,Hebrew,Germanic
1488,epictetian,grc,"Greek, Ancient (to 1453)",
1489,epictetus,grc,"Greek, Ancient (to 1453)",
1490,epicurean,lat,Latin,Latin
1491,epicurus,lat,Latin,Latin
1492,epimenides,grc,"Greek, Ancient (to 1453)",
1493,epimetheus,grc,"Greek, Ancient (to 1453)",
1494,epirot,grc,"Greek, Ancient (to 1453)",
1495,epirus,lat,Latin,Latin
1497,equuleus,lat,Latin,Latin
1498,erastian,grc,"Greek, Ancient (to 1453)",
1499,erastianism,grc,"Greek, Ancient (to 1453)",
1500,erastus,grc,"Greek, Ancient (to 1453)",
1501,erdoğan,tur,Turkish,Turkish
1502,erebus,grc,"Greek, Ancient (to 1453)",
1504,eric,gle,Irish,Other
1506,eridanus,lat,Latin,Latin
1508,erinys,grc,"Greek, Ancient (to 1453)",
1509,eris,grc,"Greek, Ancient (to 1453)",
1510,eritrea,lat,Latin,Latin
1512,ermin,fro,"French, Old (842-ca.1400)",
1513,eros,grc,"Greek, Ancient (to 1453)",
1514,erymanthos,grc,"Greek, Ancient (to 1453)",
1515,esau,heb,Hebrew,Germanic
1516,esbjerg,dan,Danish,Germanic
1517,escaut,fra,French,Latin
1522,esmeralda,spa,Spanish; Castilian,Latin
1523,esperantism,epo,Esperanto,Other
1524,esperantist,epo,Esperanto,Other
1525,esperanto,epo,Esperanto,Other
1528,ethan,heb,Hebrew,Germanic
1529,ethelbert,ang,"English, Old (ca.450-1100)",
1530,ethiopia,grc,"Greek, Ancient (to 1453)",
1531,ethiopian,grc,"Greek, Ancient (to 1453)",
1532,ethiopianness,grc,"Greek, Ancient (to 1453)",
1533,etnean,lat,Latin,Latin
1534,euboea,grc,"Greek, Ancient (to 1453)",
1535,euboean,grc,"Greek, Ancient (to 1453)",
1536,eucharist,enm,"English, Middle (1100-1500)",
1537,euchite,grc,"Greek, Ancient (to 1453)",
1539,eugene,grc,"Greek, Ancient (to 1453)",
1540,eugenia,grc,"Greek, Ancient (to 1453)",
1541,euhemeros,grc,"Greek, Ancient (to 1453)",
1543,eunomia,grc,"Greek, Ancient (to 1453)",
1545,euphrates,grc,"Greek, Ancient (to 1453)",
1546,euphrosyne,grc,"Greek, Ancient (to 1453)",
1547,eurabia,lat,Latin,Latin
1549,eurasia,grc,"Greek, Ancient (to 1453)",
1550,euripides,grc,"Greek, Ancient (to 1453)",
1551,euro wasp,adt,,
1552,eurobond,enm,"English, Middle (1100-1500)",
1553,eurocent,fro,"French, Old (842-ca.1400)",
1556,eurocrat,fra,French,Latin
1557,eurodance,enm,"English, Middle (1100-1500)",
1558,eurodeputy,fra,French,Latin
1559,eurodollar,nld,Dutch;Flemish,Germanic
1561,europa,grc,"Greek, Ancient (to 1453)",
1562,europe,grc,"Greek, Ancient (to 1453)",
1563,european,fra,French,Latin
1564,europeanism,fra,French,Latin
1565,europeanist,fra,French,Latin
1566,europeanly,fra,French,Latin
1567,europeanness,fra,French,Latin
1568,europessimism,lat,Latin,Latin
1569,europewide,grc,"Greek, Ancient (to 1453)",
1572,euroregion,xno,Anglo-Norman,Germanic
1573,eurosclerosis,grc,"Greek, Ancient (to 1453)",
1575,eurovision,lat,Latin,Latin
1576,eurus,grc,"Greek, Ancient (to 1453)",
1577,euryale,grc,"Greek, Ancient (to 1453)",
1578,eurydice,lat,Latin,Latin
1580,euterpe,grc,"Greek, Ancient (to 1453)",
1581,euterpean,grc,"Greek, Ancient (to 1453)",
1583,eve,grc,"Greek, Ancient (to 1453)",
1584,evelike,grc,"Greek, Ancient (to 1453)",
1585,evita,spa,Spanish; Castilian,Latin
1586,ewan,gla,Gaelic; Scottish Gaelic,Germanic
1587,excalibur,enm,"English, Middle (1100-1500)",
1589,exocet,fra,French,Latin
1590,exodus,grc,"Greek, Ancient (to 1453)",
1593,fabian,lat,Latin,Latin
1594,fabius,lat,Latin,Latin
1595,facebook,enm,"English, Middle (1100-1500)",
1599,falcidian,lat,Latin,Latin
1602,farhud,ara,Arabic,Arabic
1603,faro,por,Portuguese,Latin
1606,farsala,lat,Latin,Latin
1607,fatah,ara,Arabic,Arabic
1609,faunus,lat,Latin,Latin
1610,fayum,ara,Arabic,Arabic
1611,february,enm,"English, Middle (1100-1500)",
1612,fedex,fra,French,Latin
1615,felix,lat,Latin,Latin
1620,ferrarese,ita,Italian,Latin
1624,fingal,gla,Gaelic; Scottish Gaelic,Germanic
1625,fingalian,gla,Gaelic; Scottish Gaelic,Germanic
1632,finnophone,grc,"Greek, Ancient (to 1453)",
1633,finola,gle,Irish,Other
1635,flanders,fra,French,Latin
1636,flavia,lat,Latin,Latin
1637,fleming,enm,"English, Middle (1100-1500)",
1638,flemish,enm,"English, Middle (1100-1500)",
1639,fleur,fra,French,Latin
1640,florence,fra,French,Latin
1641,florentine,fra,French,Latin
1642,flores,por,Portuguese,Latin
1643,florida,spa,Spanish; Castilian,Latin
1644,floridian,spa,Spanish; Castilian,Latin
1645,floréal,lat,Latin,Latin
1646,floyd,cym,,
1647,foggia,ita,Italian,Latin
1648,fomalhaut,ara,Arabic,Arabic
1649,fordism,ang,"English, Old (ca.450-1100)",
1650,formosa,por,Portuguese,Latin
1657,fowlerian,enm,"English, Middle (1100-1500)",
1659,france,fra,French,Latin
1660,francesca,ita,Italian,Latin
1661,francia,lat,Latin,Latin
1662,francis,lat,Latin,Latin
1663,francization,fra,French,Latin
1665,francophile,lat,Latin,Latin
1667,franglais,fra,French,Latin
1668,frank,fra,French,Latin
1671,frankish,enm,"English, Middle (1100-1500)",
1672,frankism,enm,"English, Middle (1100-1500)",
1673,frankist,enm,"English, Middle (1100-1500)",
1674,frankland,enm,"English, Middle (1100-1500)",
1675,franklinian,enm,"English, Middle (1100-1500)",
1676,franklinic,enm,"English, Middle (1100-1500)",
1677,franquist,spa,Spanish; Castilian,Latin
1680,freecycle,enm,"English, Middle (1100-1500)",
1682,frelimo,por,Portuguese,Latin
1683,french,enm,"English, Middle (1100-1500)",
1684,frenchcore,enm,"English, Middle (1100-1500)",
1686,frenchism,enm,"English, Middle (1100-1500)",
1687,frenchlike,enm,"English, Middle (1100-1500)",
1688,frenchly,enm,"English, Middle (1100-1500)",
1689,frenchman,enm,"English, Middle (1100-1500)",
1690,frenchperson,enm,"English, Middle (1100-1500)",
1692,fresno,spa,Spanish; Castilian,Latin
1694,friday,ang,"English, Old (ca.450-1100)",
1696,frigg,non,"Norse, Old",
1697,frigga,non,"Norse, Old",
1698,frimaire,lat,Latin,Latin
1702,fructidor,lat,Latin,Latin
1703,fructidorian,lat,Latin,Latin
1705,fujihara,jpn,Japanese,Japanese
1706,fujiwara,jpn,Japanese,Japanese
1707,fukushima,jpn,Japanese,Japanese
1708,fulda,deu,German,Germanic
1711,gabon,por,Portuguese,Latin
1712,gabonese,por,Portuguese,Latin
1713,gabriel,heb,Hebrew,Germanic
1714,gabrielle,fra,French,Latin
1716,gadarene,lat,Latin,Latin
1717,gadhelic,lat,Latin,Latin
1718,gaditanian,lat,Latin,Latin
1719,gaea,grc,"Greek, Ancient (to 1453)",
1723,galant,fra,French,Latin
1724,galatia,grc,"Greek, Ancient (to 1453)",
1728,galilee,grc,"Greek, Ancient (to 1453)",
1729,galina,rus,Russian,Other
1730,galiza,glg,Galician,Other
1731,gallic,lat,Latin,Latin
1733,gallophilia,grc,"Greek, Ancient (to 1453)",
1734,gallophone,grc,"Greek, Ancient (to 1453)",
1736,galápagos islands,spa,Spanish; Castilian,Latin
1738,gamilaraay,kld,,
1739,ganapati,san,Sanskrit,Other
1740,ganda,lug,Ganda,Other
1741,ganesha,san,Sanskrit,Other
1742,ganga,san,Sanskrit,Other
1743,ganges,san,Sanskrit,Other
1744,gangnam,kor,Korean,Other
1745,ganymede,grc,"Greek, Ancient (to 1453)",
1746,gaon,heb,Hebrew,Germanic
1748,garcia,spa,Spanish; Castilian,Latin
1749,garda,gle,Irish,Other
1751,garfunkel,yid,Yiddish,Germanic
1752,garrisonian,fro,"French, Old (842-ca.1400)",
1754,gasbarian,hye,Armenian,Other
1755,gasbaryan,hye,Armenian,Other
1756,gascon,xno,Anglo-Norman,Germanic
1757,gascony,fro,"French, Old (842-ca.1400)",
1758,gasparian,hye,Armenian,Other
1759,gasparyan,hye,Armenian,Other
1762,gathas,ave,Avestan,Other
1763,gaul,fra,French,Latin
1764,gaulish,fra,French,Latin
1765,gaullism,fra,French,Latin
1766,gavar,hye,Armenian,Other
1767,gaw,non,"Norse, Old",
1768,gayville,enm,"English, Middle (1100-1500)",
1769,gaza,grc,"Greek, Ancient (to 1453)",
1770,gazan,grc,"Greek, Ancient (to 1453)",
1772,gdańsk,pol,Polish,Other
1773,geat,ang,"English, Old (ca.450-1100)",
1774,gelug,bod,,
1776,gemini,lat,Latin,Latin
1777,gemma,lat,Latin,Latin
1778,genesis,lat,Latin,Latin
1780,genevieve,fra,French,Latin
1785,geoweb,ang,"English, Old (ca.450-1100)",
1788,german,fro,"French, Old (842-ca.1400)",
1789,germanic,lat,Latin,Latin
1790,germanically,lat,Latin,Latin
1791,germanish,lat,Latin,Latin
1792,germanist,lat,Latin,Latin
1793,germanlike,lat,Latin,Latin
1794,germanly,lat,Latin,Latin
1795,germanoid,lat,Latin,Latin
1796,germanophone,grc,"Greek, Ancient (to 1453)",
1797,germinal,lat,Latin,Latin
1799,gershom,heb,Hebrew,Germanic
1805,gideon,heb,Hebrew,Germanic
1807,gilgamesh,akk,Akkadian,Other
1812,girona,cat,Catalan; Valencian,Other
1813,giselle,fra,French,Latin
1814,gita,san,Sanskrit,Other
1815,giudecca,ita,Italian,Latin
1817,glagolitic,lat,Latin,Latin
1821,gloria,lat,Latin,Latin
1822,gnostic,grc,"Greek, Ancient (to 1453)",
1823,gnosticism,grc,"Greek, Ancient (to 1453)",
1825,gobi,mon,Mongolian,Other
1836,goidel,sga,"Irish, Old (to 900)",
1837,goidelic,sga,"Irish, Old (to 900)",
1839,goliard,fro,"French, Old (842-ca.1400)",
1840,gomez,spa,Spanish; Castilian,Latin
1845,gopala,san,Sanskrit,Other
1846,gorbachev,rus,Russian,Other
1847,gorbachevian,rus,Russian,Other
1848,gordian,lat,Latin,Latin
1851,goth,enm,"English, Middle (1100-1500)",
1854,gothic,enm,"English, Middle (1100-1500)",
1855,gothicism,enm,"English, Middle (1100-1500)",
1856,gothicity,enm,"English, Middle (1100-1500)",
1857,gothicness,enm,"English, Middle (1100-1500)",
1858,gothlike,enm,"English, Middle (1100-1500)",
1859,governator,lat,Latin,Latin
1860,govinda,san,Sanskrit,Other
1862,grabar,hye,Armenian,Other
1865,granger,xno,Anglo-Norman,Germanic
1866,grangerism,xno,Anglo-Norman,Germanic
1867,grangerite,xno,Anglo-Norman,Germanic
1869,grayan,ang,"English, Old (ca.450-1100)",
1872,greece,lat,Latin,Latin
1873,greek,lat,Latin,Latin
1874,greekish,enm,"English, Middle (1100-1500)",
1875,greekless,lat,Latin,Latin
1876,greeklessness,lat,Latin,Latin
1877,greeklike,lat,Latin,Latin
1878,greekling,lat,Latin,Latin
1879,greekness,lat,Latin,Latin
1886,greeny,enm,"English, Middle (1100-1500)",
1888,grenoble,fra,French,Latin
1889,gricean,non,"Norse, Old",
1890,gringolandia,spa,Spanish; Castilian,Latin
1891,griqua,afr,Afrikaans,Germanic
1893,guanhua,cmn,Mandarin Chinese,Other
1894,guardianista,xno,Anglo-Norman,Germanic
1895,guatemala,nah,Nahuatl languages,Other
1897,gugark,hye,Armenian,Other
1898,guilin,cmn,Mandarin Chinese,Other
1899,gujarat,guj,Gujarati,Other
1900,gujarati,hin,Hindi,Other
1902,gunther,deu,German,Germanic
1903,gupta,hin,Hindi,Other
1904,guria,kat,,
1905,gurmukhi,pan,Panjabi; Punjabi,Other
1908,gymnopaedia,grc,"Greek, Ancient (to 1453)",
1910,götterdämmerung,deu,German,Germanic
1911,humint,frm,"French, Middle (ca.1400-1600)",
1912,hashem,heb,Hebrew,Germanic
1913,habakkuk,lat,Latin,Latin
1916,hadean,grc,"Greek, Ancient (to 1453)",
1917,hades,grc,"Greek, Ancient (to 1453)",
1919,hagar,heb,Hebrew,Germanic
