word,origin,full_name,Group,word_len
sextoness,lat,Latin,Latin,9
sextonship,lat,Latin,Latin,10
sextuplicate,lat,Latin,Latin,12
sexual,lat,Latin,Latin,6
sexualist,lat,Latin,Latin,9
sexuality,lat,Latin,Latin,9
sexualizable,lat,Latin,Latin,12
sexualize,lat,Latin,Latin,9
sexually,lat,Latin,Latin,8
shabrack,tur,Turkish,Other,8
shadchen,yid,Yiddish,Germanic,8
shadda,ara,Arabic,Arabic,6
shadjam,san,Sanskrit,Other,7
shah,fas,Persian,Other,4
shahada,ara,Arabic,Arabic,7
shahdom,fas,Persian,Other,7
shaitan,ara,Arabic,Arabic,7
shakha,san,Sanskrit,Other,6
shaku,jpn,Japanese,Japanese,5
shallop,fra,French,Latin,7
shallot,fra,French,Latin,7
shalom,heb,Hebrew,Other,6
shalom aleichem,heb,Hebrew,Other,15
shaman,deu,German,Germanic,6
shamanesque,deu,German,Germanic,11
shamanism,deu,German,Germanic,9
shamanist,deu,German,Germanic,9
shamanistic,deu,German,Germanic,11
shamanistically,deu,German,Germanic,15
shamanlike,deu,German,Germanic,10
shamisen,jpn,Japanese,Japanese,8
shammes,yid,Yiddish,Germanic,7
shampoo,hin,Hindi,Other,7
shampooey,hin,Hindi,Other,9
shampoolike,hin,Hindi,Other,11
shamrock,gle,Irish,Other,8
shamrocklike,gle,Irish,Other,12
shamshir,fas,Persian,Other,8
shanghai,cmn,Mandarin Chinese,Other,8
shanty,fra,French,Latin,6
shantylike,fra,French,Latin,10
shapka,rus,Russian,Other,6
sharab,fas,Persian,Other,6
sharaga,rus,Russian,Other,7
sharif,ara,Arabic,Arabic,6
shashlik,rus,Russian,Other,8
shatranj,ara,Arabic,Arabic,8
shawarma,ara,Arabic,Arabic,8
shawl,fas,Persian,Other,5
shawled,fas,Persian,Other,7
shawlette,fas,Persian,Other,9
shawlless,fas,Persian,Other,9
shawllike,fas,Persian,Other,9
shchi,rus,Russian,Other,5
shegetz,yid,Yiddish,Germanic,7
sheik,ara,Arabic,Arabic,5
sheitel,yid,Yiddish,Germanic,7
shellac,por,Portuguese,Latin,7
shemozzle,yid,Yiddish,Germanic,9
sherbet,tur,Turkish,Other,7
sherbety,tur,Turkish,Other,8
shiatsu,jpn,Japanese,Japanese,7
shibboleth,heb,Hebrew,Other,10
shibori,jpn,Japanese,Japanese,7
shiksa,yid,Yiddish,Germanic,6
shikse,yid,Yiddish,Germanic,6
shikumen,cmn,Mandarin Chinese,Other,8
shindig,gla,Gaelic; Scottish Gaelic,Germanic,7
shingles,lat,Latin,Latin,8
shinjitai,jpn,Japanese,Japanese,9
shinkansen,jpn,Japanese,Japanese,10
shintaido,jpn,Japanese,Japanese,9
shipper,xno,Anglo-Norman,Germanic,7
shish,tur,Turkish,Other,5
shishamo,jpn,Japanese,Japanese,8
shishkabob,tur,Turkish,Other,10
shiso,jpn,Japanese,Japanese,5
shitatedashinage,jpn,Japanese,Japanese,16
shitatehineri,jpn,Japanese,Japanese,13
shitatenage,jpn,Japanese,Japanese,11
shittah,heb,Hebrew,Other,7
shiur,heb,Hebrew,Other,5
shivaree,fra,French,Latin,8
shlenter,afr,Afrikaans,Germanic,8
shloka,san,Sanskrit,Other,6
shlong,yid,Yiddish,Germanic,6
sho,jpn,Japanese,Japanese,3
shochet,heb,Hebrew,Other,7
shochu,jpn,Japanese,Japanese,6
shogi,jpn,Japanese,Japanese,5
shogun,jpn,Japanese,Japanese,6
shogunal,jpn,Japanese,Japanese,8
shoji,jpn,Japanese,Japanese,5
showplan,fra,French,Latin,8
shrub,ara,Arabic,Arabic,5
shrubbed,ara,Arabic,Arabic,8
shrubbiness,ara,Arabic,Arabic,11
shrubby,ara,Arabic,Arabic,7
shrubless,ara,Arabic,Arabic,9
shrublike,ara,Arabic,Arabic,9
shrubsteppe,ara,Arabic,Arabic,11
shtetl,yid,Yiddish,Germanic,6
shtick,yid,Yiddish,Germanic,6
shticky,yid,Yiddish,Germanic,7
shtreimel,yid,Yiddish,Germanic,9
shtuka,rus,Russian,Other,6
shtum,yid,Yiddish,Germanic,5
shtup,yid,Yiddish,Germanic,5
shufti,ara,Arabic,Arabic,6
shul,yid,Yiddish,Germanic,4
shumokuzori,jpn,Japanese,Japanese,11
shunga,jpn,Japanese,Japanese,6
shura,ara,Arabic,Arabic,5
shvitz,yid,Yiddish,Germanic,6
shōgun,jpn,Japanese,Japanese,6
siamang,msa,Malay,Other,7
sibilant,lat,Latin,Latin,8
sibilantly,lat,Latin,Latin,10
sibilate,lat,Latin,Latin,8
sibilation,lat,Latin,Latin,10
sibilous,lat,Latin,Latin,8
sic,lat,Latin,Latin,3
siccation,lat,Latin,Latin,9
siccative,lat,Latin,Latin,9
siccity,lat,Latin,Latin,7
sice,fra,French,Latin,4
sicer,lat,Latin,Latin,5
sicilienne,fra,French,Latin,10
siddur,heb,Hebrew,Other,6
sideproduct,lat,Latin,Latin,11
siderated,lat,Latin,Latin,9
sidereal,lat,Latin,Latin,8
sidereous,lat,Latin,Latin,9
sienna,ita,Italian,Latin,6
siesta,spa,Spanish; Castilian,Latin,6
sigil,lat,Latin,Latin,5
sigillography,lat,Latin,Latin,13
signation,lat,Latin,Latin,9
signatory,lat,Latin,Latin,9
signature,fra,French,Latin,9
signaturist,fra,French,Latin,11
signet,lat,Latin,Latin,6
signeted,lat,Latin,Latin,8
significance,lat,Latin,Latin,12
significant,lat,Latin,Latin,11
signification,lat,Latin,Latin,13
significatory,lat,Latin,Latin,13
signor,ita,Italian,Latin,6
signoria,lat,Latin,Latin,8
signory,xno,Anglo-Norman,Germanic,7
sika,jpn,Japanese,Japanese,4
silcrete,lat,Latin,Latin,8
silex,lat,Latin,Latin,5
silhouette,fra,French,Latin,10
silica,gle,Irish,Other,6
silicic,lat,Latin,Latin,7
silicium,lat,Latin,Latin,8
silicoflagellate,lat,Latin,Latin,16
silicon,gle,Irish,Other,7
sillon,fra,French,Latin,6
silo,spa,Spanish; Castilian,Latin,4
silolike,spa,Spanish; Castilian,Latin,8
silovik,rus,Russian,Other,7
silsesquioxane,gle,Irish,Other,14
silva,lat,Latin,Latin,5
silvan,lat,Latin,Latin,6
simagre,fra,French,Latin,7
simar,fra,French,Latin,5
simblot,fra,French,Latin,7
simian,lat,Latin,Latin,6
similar,fra,French,Latin,7
similarly,fra,French,Latin,9
similarness,fra,French,Latin,11
similary,fra,French,Latin,8
simoom,ara,Arabic,Arabic,6
simpless,fra,French,Latin,8
simulatable,lat,Latin,Latin,11
simulate,lat,Latin,Latin,8
simultaneous,lat,Latin,Latin,12
simultaneously,lat,Latin,Latin,14
simultaneum,lat,Latin,Latin,11
sinapine,lat,Latin,Latin,8
sinapinic,lat,Latin,Latin,9
sine,lat,Latin,Latin,4
singulare tantum,lat,Latin,Latin,16
singulative,fra,French,Latin,11
singulatively,fra,French,Latin,13
singult,lat,Latin,Latin,7
sinistrocular,lat,Latin,Latin,13
sinistrorsal,lat,Latin,Latin,12
sinologue,lat,Latin,Latin,9
sinopia,ita,Italian,Latin,7
sinter,deu,German,Germanic,6
sintery,deu,German,Germanic,7
sintir,ara,Arabic,Arabic,6
sinuate,lat,Latin,Latin,7
sinus,lat,Latin,Latin,5
sinusitis,lat,Latin,Latin,9
sinuslike,lat,Latin,Latin,9
sira,ara,Arabic,Arabic,4
siredon,lat,Latin,Latin,7
sirene,bul,Bulgarian,Other,6
sirkar,urd,Urdu,Other,6
sirup,fra,French,Latin,5
sirvente,fra,French,Latin,8
siscowet,fra,French,Latin,8
sistrum,lat,Latin,Latin,7
sitar,fas,Persian,Other,5
sitarist,fas,Persian,Other,8
sitarlike,fas,Persian,Other,9
situate,lat,Latin,Latin,7
situation,fra,French,Latin,9
situationism,fra,French,Latin,12
situs,lat,Latin,Latin,5
skellum,dan,Danish,Germanic,7
sketch,nld,Dutch;Flemish,Germanic,6
sketchable,nld,Dutch;Flemish,Germanic,10
sketchily,nld,Dutch;Flemish,Germanic,9
sketchiness,nld,Dutch;Flemish,Germanic,11
sketchlike,nld,Dutch;Flemish,Germanic,10
sketchy,nld,Dutch;Flemish,Germanic,7
ski,nor,Norwegian,Germanic,3
skiathon,nor,Norwegian,Germanic,8
skijor,nor,Norwegian,Germanic,6
skijorer,nor,Norwegian,Germanic,8
skilike,nor,Norwegian,Germanic,7
skimobile,nor,Norwegian,Germanic,9
skink,lat,Latin,Latin,5
skinker,lat,Latin,Latin,7
skirtini,deu,German,Germanic,8
skordalia,ell,Modern Greek,Other,9
skosh,jpn,Japanese,Japanese,5
skua,fao,Faroese,Other,4
skurfing,nor,Norwegian,Germanic,8
skybike,lat,Latin,Latin,7
skycycle,lat,Latin,Latin,8
skydome,lat,Latin,Latin,7
skyrocket,fra,French,Latin,9
slag,swe,Swedish,Germanic,4
slagger,swe,Swedish,Germanic,7
slagginess,swe,Swedish,Germanic,10
slaggy,swe,Swedish,Germanic,6
slap chip,afr,Afrikaans,Germanic,9
slawdog,nld,Dutch;Flemish,Germanic,7
slean,gle,Irish,Other,5
sleigh,nld,Dutch;Flemish,Germanic,6
sleigher,nld,Dutch;Flemish,Germanic,8
sleighful,nld,Dutch;Flemish,Germanic,9
sleighlike,nld,Dutch;Flemish,Germanic,10
sleiveen,gle,Irish,Other,8
slepez,rus,Russian,Other,6
slew,gle,Irish,Other,4
slim,nld,Dutch;Flemish,Germanic,4
slimness,nld,Dutch;Flemish,Germanic,8
sliotar,gle,Irish,Other,7
slob,gle,Irish,Other,4
slobbily,gle,Irish,Other,8
slobbiness,gle,Irish,Other,10
slobbish,gle,Irish,Other,8
slobbishness,gle,Irish,Other,12
slobby,gle,Irish,Other,6
slobdom,gle,Irish,Other,7
sloop,nld,Dutch;Flemish,Germanic,5
slooplike,nld,Dutch;Flemish,Germanic,9
sloyd,swe,Swedish,Germanic,5
slurve,lat,Latin,Latin,6
smaragd,lat,Latin,Latin,7
smaragdine,lat,Latin,Latin,10
smetana,rus,Russian,Other,7
smithereens,gle,Irish,Other,11
smorat,lat,Latin,Latin,6
smoxploitation,fra,French,Latin,14
snaparazzi,ita,Italian,Latin,10
sneutrino,ita,Italian,Latin,9
snook,nld,Dutch;Flemish,Germanic,5
snoop,nld,Dutch;Flemish,Germanic,5
snoopable,nld,Dutch;Flemish,Germanic,9
snoopervision,nld,Dutch;Flemish,Germanic,13
snowicane,spa,Spanish; Castilian,Latin,9
snowperson,xno,Anglo-Norman,Germanic,10
snowpit,nld,Dutch;Flemish,Germanic,7
snus,swe,Swedish,Germanic,4
soapland,jpn,Japanese,Japanese,8
soar,fra,French,Latin,4
soarer,fra,French,Latin,6
sobornost,rus,Russian,Other,9
sobriquet,fra,French,Latin,9
sociality,lat,Latin,Latin,9
sociocultural,lat,Latin,Latin,13
socioecological,deu,German,Germanic,15
socioevolutionary,lat,Latin,Latin,17
sociogeographical,lat,Latin,Latin,17
sociolegal,lat,Latin,Latin,10
sociologese,fra,French,Latin,11
sociologize,fra,French,Latin,11
sociology,fra,French,Latin,9
sociometric,fra,French,Latin,11
socioreligious,xno,Anglo-Norman,Germanic,14
socioreligiously,xno,Anglo-Norman,Germanic,16
sociosexual,lat,Latin,Latin,11
sociotechnical,lat,Latin,Latin,14
socket,xno,Anglo-Norman,Germanic,6
socketed,xno,Anglo-Norman,Germanic,8
socketless,xno,Anglo-Norman,Germanic,10
socketlike,xno,Anglo-Norman,Germanic,10
socle,fra,French,Latin,5
soda,ita,Italian,Latin,4
sodaic,ita,Italian,Latin,6
sodalike,ita,Italian,Latin,8
sodomitic,lat,Latin,Latin,9
sofer,heb,Hebrew,Other,5
soffit,fra,French,Latin,6
sogo shosha,jpn,Japanese,Japanese,11
soigné,fra,French,Latin,6
soignée,fra,French,Latin,7
soiree,fra,French,Latin,6
soirée,fra,French,Latin,6
sokaiya,lat,Latin,Latin,7
sokubiotoshi,jpn,Japanese,Japanese,12
solah,urd,Urdu,Other,5
solarium,lat,Latin,Latin,8
sold,fra,French,Latin,4
soldo,ita,Italian,Latin,5
solicitant,lat,Latin,Latin,10
solicitation,fra,French,Latin,12
solicitous,lat,Latin,Latin,10
solicitously,lat,Latin,Latin,12
solicitousness,lat,Latin,Latin,14
solidarity,fra,French,Latin,10
solidifiable,fra,French,Latin,12
solidification,fra,French,Latin,14
solidify,fra,French,Latin,8
solidity,lat,Latin,Latin,8
soliferrum,lat,Latin,Latin,10
solleret,fra,French,Latin,8
solonchak,rus,Russian,Other,9
solonetz,rus,Russian,Other,8
solonetzic,rus,Russian,Other,10
solstice,lat,Latin,Latin,8
solum,lat,Latin,Latin,5
solute,lat,Latin,Latin,6
solvability,fra,French,Latin,11
solvable,lat,Latin,Latin,8
solvableness,lat,Latin,Latin,12
solve,lat,Latin,Latin,5
somatic,fra,French,Latin,7
somatology,san,Sanskrit,Other,10
somatophylax,ell,Modern Greek,Other,12
somber,fra,French,Latin,6
somberly,fra,French,Latin,8
somberness,fra,French,Latin,10
sombrero,spa,Spanish; Castilian,Latin,8
somen,jpn,Japanese,Japanese,5
somite,san,Sanskrit,Other,6
sommer,afr,Afrikaans,Germanic,6
somniculous,lat,Latin,Latin,11
son of the morning,heb,Hebrew,Other,18
sonata,ita,Italian,Latin,6
sonatalike,ita,Italian,Latin,10
sonatina,ita,Italian,Latin,8
sondage,fra,French,Latin,7
sondeli,kan,Kannada,Other,7
sonero,spa,Spanish; Castilian,Latin,6
songspiel,deu,German,Germanic,9
songthaew,tha,Thai,Other,9
sonic,lat,Latin,Latin,5
sonnet,ita,Italian,Latin,6
sonneteer,ita,Italian,Latin,9
sonneter,ita,Italian,Latin,8
sonnetist,ita,Italian,Latin,9
sonnetize,ita,Italian,Latin,9
sonnetlike,ita,Italian,Latin,10
sonorific,lat,Latin,Latin,9
sonorous,lat,Latin,Latin,8
sonorousness,lat,Latin,Latin,12
sook,ara,Arabic,Arabic,4
sophist,lat,Latin,Latin,7
soporific,fra,French,Latin,9
soppressata,ita,Italian,Latin,11
sorbet,fra,French,Latin,6
sorbetlike,fra,French,Latin,10
sorbic acid,lat,Latin,Latin,11
sorbile,lat,Latin,Latin,7
sordes,lat,Latin,Latin,6
sordid,lat,Latin,Latin,6
sordidity,lat,Latin,Latin,9
sordidly,lat,Latin,Latin,8
sordidness,lat,Latin,Latin,10
soricine,lat,Latin,Latin,8
sororate,lat,Latin,Latin,8
sororicide,lat,Latin,Latin,10
sororize,lat,Latin,Latin,8
sorostitute,lat,Latin,Latin,11
sortie,fra,French,Latin,6
sortilegious,fra,French,Latin,12
sotogake,jpn,Japanese,Japanese,8
sotokomata,jpn,Japanese,Japanese,10
sotomuso,jpn,Japanese,Japanese,8
sototasukizori,jpn,Japanese,Japanese,14
sottisier,fra,French,Latin,9
soubrette,fra,French,Latin,9
soubrettish,fra,French,Latin,11
soupcon,fra,French,Latin,7
soupçon,fra,French,Latin,7
souq,ara,Arabic,Arabic,4
sourdine,fra,French,Latin,8
souterrain,fra,French,Latin,10
soutie,afr,Afrikaans,Germanic,6
souvenir,fra,French,Latin,8
souvlaki,ell,Modern Greek,Other,8
sovereign,lat,Latin,Latin,9
sovereignism,lat,Latin,Latin,12
sovereignize,lat,Latin,Latin,12
sovereignty,lat,Latin,Latin,11
sovkhoz,rus,Russian,Other,7
sowdan,fra,French,Latin,6
soyned,fra,French,Latin,6
space,xno,Anglo-Norman,Germanic,5
spaceful,xno,Anglo-Norman,Germanic,8
spacelike,xno,Anglo-Norman,Germanic,9
spacelikeness,xno,Anglo-Norman,Germanic,13
spaceling,xno,Anglo-Norman,Germanic,9
spacely,xno,Anglo-Norman,Germanic,7
spacenik,xno,Anglo-Norman,Germanic,8
spacescape,xno,Anglo-Norman,Germanic,10
spacetime,xno,Anglo-Norman,Germanic,9
spacewalker,xno,Anglo-Norman,Germanic,11
spaceward,xno,Anglo-Norman,Germanic,9
spaceway,xno,Anglo-Norman,Germanic,8
spacewear,xno,Anglo-Norman,Germanic,9
spaceworthiness,xno,Anglo-Norman,Germanic,15
spaceworthy,xno,Anglo-Norman,Germanic,11
spadassin,fra,French,Latin,9
spadassinicide,fra,French,Latin,14
spadiceous,lat,Latin,Latin,10
spado,lat,Latin,Latin,5
spaetzle,deu,German,Germanic,8
spahi,fra,French,Latin,5
spanko,fin,Finnish,Other,6
sparadrap,fra,French,Latin,9
sparapet,hye,Armenian,Other,8
sparse,lat,Latin,Latin,6
sparsely,lat,Latin,Latin,8
sparseness,lat,Latin,Latin,10
spasmodic,lat,Latin,Latin,9
spasmodically,lat,Latin,Latin,13
spastic,lat,Latin,Latin,7
spasticity,lat,Latin,Latin,10
spatha,lat,Latin,Latin,6
spathaceous,lat,Latin,Latin,11
spathal,lat,Latin,Latin,7
spathe,lat,Latin,Latin,6
spathed,lat,Latin,Latin,7
spathiform,fra,French,Latin,10
spatula,lat,Latin,Latin,7
spatulalike,lat,Latin,Latin,11
specialogue,lat,Latin,Latin,11
species,lat,Latin,Latin,7
specieslike,lat,Latin,Latin,11
specieswide,lat,Latin,Latin,11
specification,lat,Latin,Latin,13
specimen,lat,Latin,Latin,8
specious,lat,Latin,Latin,8
speciously,lat,Latin,Latin,10
speciousness,lat,Latin,Latin,12
spectation,lat,Latin,Latin,10
spectator,lat,Latin,Latin,9
spectatorial,lat,Latin,Latin,12
spectatorially,lat,Latin,Latin,14
spectatoring,lat,Latin,Latin,12
spectatorship,lat,Latin,Latin,13
specter,fra,French,Latin,7
spectrology,lat,Latin,Latin,11
spectrum,lat,Latin,Latin,8
spectrumy,lat,Latin,Latin,9
specular,lat,Latin,Latin,8
speculate,lat,Latin,Latin,9
speculatist,lat,Latin,Latin,11
speculatory,lat,Latin,Latin,11
speculum,lat,Latin,Latin,8
spelunc,lat,Latin,Latin,7
speluncar,lat,Latin,Latin,9
spelunk,lat,Latin,Latin,7
spermatogemma,lat,Latin,Latin,13
spermophile,lat,Latin,Latin,11
spetum,ita,Italian,Latin,6
spherical,lat,Latin,Latin,9
sphericality,lat,Latin,Latin,12
spherically,lat,Latin,Latin,11
sphericalness,lat,Latin,Latin,13
sphincter,lat,Latin,Latin,9
sphincteral,lat,Latin,Latin,11
sphincteric,lat,Latin,Latin,11
sphragide,lat,Latin,Latin,9
sphygmomanometer,fra,French,Latin,16
sphygmomanometry,fra,French,Latin,16
spiculum,lat,Latin,Latin,8
spigger,lat,Latin,Latin,7
spillionaire,fra,French,Latin,12
spinal,lat,Latin,Latin,6
spinally,lat,Latin,Latin,8
spinet,ita,Italian,Latin,6
spintrian,lat,Latin,Latin,9
spintronic,lat,Latin,Latin,10
spinule,lat,Latin,Latin,7
spirable,lat,Latin,Latin,8
spiracle,lat,Latin,Latin,8
spirant,lat,Latin,Latin,7
spirantize,lat,Latin,Latin,10
spirituality,lat,Latin,Latin,12
spissitude,lat,Latin,Latin,10
splanchnic,lat,Latin,Latin,10
splendid,lat,Latin,Latin,8
splendidly,lat,Latin,Latin,10
splendidness,lat,Latin,Latin,12
splendiferous,lat,Latin,Latin,13
splendiferously,lat,Latin,Latin,15
splendiloquent,lat,Latin,Latin,14
splendor,xno,Anglo-Norman,Germanic,8
splendorous,xno,Anglo-Norman,Germanic,11
splendrous,xno,Anglo-Norman,Germanic,10
splenocyte,lat,Latin,Latin,10
spoliate,lat,Latin,Latin,8
spoliation,lat,Latin,Latin,10
spondee,lat,Latin,Latin,7
sponsal,lat,Latin,Latin,7
sponsee,lat,Latin,Latin,7
sponsor,lat,Latin,Latin,7
sponsorer,lat,Latin,Latin,9
sponsorless,lat,Latin,Latin,11
sponsorship,lat,Latin,Latin,11
spontaneous,lat,Latin,Latin,11
spontaneously,lat,Latin,Latin,13
spontaneousness,lat,Latin,Latin,15
spook,nld,Dutch;Flemish,Germanic,5
spookdom,nld,Dutch;Flemish,Germanic,8
spookfest,nld,Dutch;Flemish,Germanic,9
spookily,nld,Dutch;Flemish,Germanic,8
spookiness,nld,Dutch;Flemish,Germanic,10
spookspeak,nld,Dutch;Flemish,Germanic,10
spooky,nld,Dutch;Flemish,Germanic,6
sporran,gla,Gaelic; Scottish Gaelic,Germanic,7
sportbike,lat,Latin,Latin,9
sportula,lat,Latin,Latin,8
spousal,xno,Anglo-Norman,Germanic,7
spouse,xno,Anglo-Norman,Germanic,6
spouseless,xno,Anglo-Norman,Germanic,10
spousess,xno,Anglo-Norman,Germanic,8
springbok,afr,Afrikaans,Germanic,9
sprue,nld,Dutch;Flemish,Germanic,5
spumescent,lat,Latin,Latin,10
spumid,lat,Latin,Latin,6
spurious,lat,Latin,Latin,8
spuriously,lat,Latin,Latin,10
spuriousness,lat,Latin,Latin,12
sputnik,rus,Russian,Other,7
squad,fra,French,Latin,5
squadron,fra,French,Latin,8
squadroned,fra,French,Latin,10
squalid,lat,Latin,Latin,7
squalidity,lat,Latin,Latin,10
squalidly,lat,Latin,Latin,9
squalidness,lat,Latin,Latin,11
squamous,lat,Latin,Latin,8
squamously,lat,Latin,Latin,10
squarial,lat,Latin,Latin,8
squark,deu,German,Germanic,6
squirrel,xno,Anglo-Norman,Germanic,8
squirrelish,xno,Anglo-Norman,Germanic,11
squirrellike,xno,Anglo-Norman,Germanic,12
squirrelly,xno,Anglo-Norman,Germanic,10
srilankite,sin,Sinhala; Sinhalese,Other,10
stabile,lat,Latin,Latin,7
stable,lat,Latin,Latin,6
stableness,lat,Latin,Latin,10
stably,lat,Latin,Latin,6
stabulation,lat,Latin,Latin,11
stadial,lat,Latin,Latin,7
stadium,lat,Latin,Latin,7
stadiumlike,lat,Latin,Latin,11
stagnant,fra,French,Latin,8
stagnantly,fra,French,Latin,10
stagnation,lat,Latin,Latin,10
stalkerazzi,ita,Italian,Latin,11
stalwart,sco,Scots,Other,8
stalwartness,sco,Scots,Other,12
stamen,lat,Latin,Latin,6
stamened,lat,Latin,Latin,8
stamenless,lat,Latin,Latin,10
stamina,lat,Latin,Latin,7
staminiferous,lat,Latin,Latin,13
staminode,lat,Latin,Latin,9
stank,fra,French,Latin,5
stannotype,lat,Latin,Latin,10
stannum,lat,Latin,Latin,7
stanza,ita,Italian,Latin,6
stanzaed,ita,Italian,Latin,8
stanzaic,ita,Italian,Latin,8
stanzalike,ita,Italian,Latin,10
stapes,lat,Latin,Latin,6
staphylococcal,lat,Latin,Latin,14
staphylococcus,lat,Latin,Latin,14
starchitect,fra,French,Latin,11
stardate,fra,French,Latin,8
stat,lat,Latin,Latin,4
statable,lat,Latin,Latin,8
statal,lat,Latin,Latin,6
state,lat,Latin,Latin,5
statecraft,lat,Latin,Latin,10
stateful,lat,Latin,Latin,8
statefully,lat,Latin,Latin,10
statefulness,lat,Latin,Latin,12
statehood,lat,Latin,Latin,9
stateless,lat,Latin,Latin,9
statelessly,lat,Latin,Latin,11
statelessness,lat,Latin,Latin,13
statelet,lat,Latin,Latin,8
statelike,lat,Latin,Latin,9
statelily,lat,Latin,Latin,9
stateliness,lat,Latin,Latin,11
stately,lat,Latin,Latin,7
statemonger,lat,Latin,Latin,11
statesperson,xno,Anglo-Norman,Germanic,12
stateswoman,lat,Latin,Latin,11
statewide,lat,Latin,Latin,9
stathead,lat,Latin,Latin,8
stationarily,lat,Latin,Latin,12
stationary,lat,Latin,Latin,10
stationary distribution,lat,Latin,Latin,23
statism,lat,Latin,Latin,7
statistics,deu,German,Germanic,10
statistology,deu,German,Germanic,12
statue,lat,Latin,Latin,6
statued,lat,Latin,Latin,7
statueless,lat,Latin,Latin,10
statuelike,lat,Latin,Latin,10
statuesque,lat,Latin,Latin,10
statuesquely,lat,Latin,Latin,12
statuesqueness,lat,Latin,Latin,14
statuminate,lat,Latin,Latin,11
status,lat,Latin,Latin,6
statusless,lat,Latin,Latin,10
statusy,lat,Latin,Latin,7
stearin,fra,French,Latin,7
steek,sco,Scots,Other,5
steganalysis,lat,Latin,Latin,12
stein,deu,German,Germanic,5
steinbock,deu,German,Germanic,9
stela,lat,Latin,Latin,5
stellar,lat,Latin,Latin,7
stellarity,lat,Latin,Latin,10
stellate,lat,Latin,Latin,8
stellated,lat,Latin,Latin,9
stelliform,lat,Latin,Latin,10
stellular,lat,Latin,Latin,9
stentor,lat,Latin,Latin,7
stentorian,lat,Latin,Latin,10
stentorin,lat,Latin,Latin,9
stepfamily,lat,Latin,Latin,10
stepmamma,lat,Latin,Latin,9
stepparent,xno,Anglo-Norman,Germanic,10
stepparenthood,xno,Anglo-Norman,Germanic,14
stepparenting,xno,Anglo-Norman,Germanic,13
stercoraceous,lat,Latin,Latin,13
stercoranist,lat,Latin,Latin,12
stercorary,lat,Latin,Latin,10
stercoration,lat,Latin,Latin,12
stere,fra,French,Latin,5
stereoelectric,lat,Latin,Latin,14
stereotomy,fra,French,Latin,10
stereotypography,fra,French,Latin,16
sterile,lat,Latin,Latin,7
sterileness,lat,Latin,Latin,11
sterlet,rus,Russian,Other,7
sternutation,lat,Latin,Latin,12
sternutatory,lat,Latin,Latin,12
stertor,lat,Latin,Latin,7
stevedore,spa,Spanish; Castilian,Latin,9
stibic,lat,Latin,Latin,6
stibium,lat,Latin,Latin,7
stigma,lat,Latin,Latin,6
stigmaless,lat,Latin,Latin,10
stigmatizable,lat,Latin,Latin,13
stigmatization,lat,Latin,Latin,14
stigmatize,lat,Latin,Latin,10
stillatitious,lat,Latin,Latin,13
stimulate,lat,Latin,Latin,9
stimulateth,lat,Latin,Latin,11
stimulation,lat,Latin,Latin,11
stimulus,lat,Latin,Latin,8
stinkbomb,fra,French,Latin,9
stipitate,lat,Latin,Latin,9
stirpes,lat,Latin,Latin,7
stirpiculture,lat,Latin,Latin,13
stirps,lat,Latin,Latin,6
stiver,nld,Dutch;Flemish,Germanic,6
stoccado,ita,Italian,Latin,8
stockwork,deu,German,Germanic,9
stoic,lat,Latin,Latin,5
stoicism,lat,Latin,Latin,8
stoicize,lat,Latin,Latin,8
stoicly,lat,Latin,Latin,7
stolid,lat,Latin,Latin,6
stolidly,lat,Latin,Latin,8
stolidness,lat,Latin,Latin,10
stollen,deu,German,Germanic,7
stolon,lat,Latin,Latin,6
stomachous,lat,Latin,Latin,10
stompie,afr,Afrikaans,Germanic,7
stonemeal,deu,German,Germanic,9
stoss,deu,German,Germanic,5
stracchino,ita,Italian,Latin,10
strafe,deu,German,Germanic,6
stramazoun,ita,Italian,Latin,10
stramineous,lat,Latin,Latin,11
strangulation,lat,Latin,Latin,13
strangurious,lat,Latin,Latin,12
stratal,lat,Latin,Latin,7
strategus,lat,Latin,Latin,9
strath,gla,Gaelic; Scottish Gaelic,Germanic,6
stratification,lat,Latin,Latin,14
stratoanalysis,lat,Latin,Latin,14
stratovolcano,ita,Italian,Latin,13
stratum,lat,Latin,Latin,7
strawbana,wol,Wolof,Other,9
streel,gle,Irish,Other,6
strenuity,lat,Latin,Latin,9
strenuous,lat,Latin,Latin,9
strenuously,lat,Latin,Latin,11
strenuousness,lat,Latin,Latin,13
strepent,lat,Latin,Latin,8
streperous,lat,Latin,Latin,10
streptose,lat,Latin,Latin,9
stretto,ita,Italian,Latin,7
streusel,deu,German,Germanic,8
stria,lat,Latin,Latin,5
striatal,lat,Latin,Latin,8
striate,lat,Latin,Latin,7
striation,lat,Latin,Latin,9
strict,lat,Latin,Latin,6
striction,lat,Latin,Latin,9
strictness,lat,Latin,Latin,10
stricture,lat,Latin,Latin,9
strictured,lat,Latin,Latin,10
strictureplasty,lat,Latin,Latin,15
strident,lat,Latin,Latin,8
stridently,lat,Latin,Latin,10
stridor,lat,Latin,Latin,7
stridulous,lat,Latin,Latin,10
strigil,lat,Latin,Latin,7
strigment,lat,Latin,Latin,9
stringendo,ita,Italian,Latin,10
stringent,lat,Latin,Latin,9
stringently,lat,Latin,Latin,11
stringentness,lat,Latin,Latin,13
strobila,lat,Latin,Latin,8
stroma,lat,Latin,Latin,6
